Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;geoLaengeame;Bundesland
3988;18930101;20020831;81;52.3822;13.0622;Potsdam (Säkularstation);Brandenburg
4225;19790601;20190412;373;49.2195;12.536;Roding-Wetterfeld;Bayern
4279;19890418;20240423;593;50.3046;6.3863;Roth bei Prüm;Rheinland-Pfalz
4335;19770701;19830630;206;49.25;6.95;Saarbrücken (Röchling);Saarland
4338;19750701;19880126;191;49.217;7.0199;Saarbrücken (Wasserwerk);Saarland
4343;19790101;19931130;180;49.3256;6.7354;Saarlouis;Saarland
4386;19790301;20011201;795;47.761;8.1247;Sankt Blasien;Baden-Württemberg
4424;19660406;19861231;1205;47.9139;7.9083;Schauinsland (UBA);Baden-Württemberg
4549;19770701;19950831;1021;48.1002;8.1969;Schönwald/Schwarzwald;Baden-Württemberg
4556;19720901;20000831;904;48.1402;8.1991;Schonach;Baden-Württemberg
4583;19911126;20081226;300;48.7868;9.7456;Schwäbisch Gmünd (Wind);Baden-Württemberg
4663;19820201;20110412;535;50.1633;12.1188;Selb/Selbbach;Bayern
4678;19700101;19880729;1;53.5833;8.0333;Sengwarden;Niedersachsen
4735;19770101;19861231;123;48.7833;8.0833;Söllingen;Baden-Württemberg
4880;19841201;20240423;450;49.0878;10.124;Stimpfach-Weipertshofen;Baden-Württemberg
4886;19751101;20070526;3;53.8333;9.3667;Störsperrwerk;Schleswig-Holstein
4919;19771001;20240423;7;54.4965;8.8069;Strucklahnungshörn;Schleswig-Holstein
4929;19840901;19850531;311;48.8333;9.2;Stuttgart (Schnarrenberg Aero);Baden-Württemberg
4947;19880817;20240423;129;52.2317;10.92;Süpplingen;Niedersachsen
5059;19840101;19950531;781;47.7279;7.9988;Todtmoos;Baden-Württemberg
5063;19580101;19751031;724;47.7566;11.5819;Tölz, Bad;Bayern
5078;19710101;20240423;2;53.9619;10.8892;Travemünde;Schleswig-Holstein
5095;19771201;20010901;700;48.1288;8.233;Triberg (Kurpark);Baden-Württemberg
5120;19690101;19811031;370;48.5198;9.0515;Tübingen;Baden-Württemberg
5128;19790601;19901130;668;47.9682;8.7899;Tuttlingen-Möhringen-Vorstadt;Baden-Württemberg
5154;19740101;19960930;576;48.4;9.9833;Ulm-Wilhelmsburg;Baden-Württemberg
5226;19870611;20011117;708;47.953;10.9151;Vilgertshofen;Bayern
5244;19760501;19810531;220;49.2581;6.8612;Völklingen-Stadt;Saarland
5245;19760101;19920229;187;49.2495;6.8804;Völklingen (Kraftwerk-Fenne);Saarland
5249;19871208;19901231;464;47.95;12.1833;Vogtareuth (A);Bayern
5289;19830101;20050930;595;48.4918;8.5612;Waldachtal-Lützenhardt;Baden-Württemberg
5306;19830101;20031210;940;48.9293;13.4641;Waldhäuser (National Park);Bayern
5308;19700409;19861231;72;52.8009;10.7562;Waldhof (Lüneburger Heide UBA);Niedersachsen
5319;19810801;20240423;576;47.9167;9.7076;Waldsee, Bad-Reute;Baden-Württemberg
5327;19810714;20240423;404;49.5789;9.3975;Walldürn;Baden-Württemberg
5412;19910531;20240423;771;47.6802;8.1964;Weilheim-Bierbronnen;Baden-Württemberg
5515;19650101;19861231;12;54.9231;8.308;Westerland (UBA);Schleswig-Holstein
5560;19771101;20030629;740;48.7501;8.5365;Wildbad, Bad-Sommerberg;Baden-Württemberg
5564;19750101;19920331;88;51.1167;6.2167;Wildenrath;Nordrhein-Westfalen
5582;19841101;20051231;580;51.294;8.6026;Willingen/Upland;Hessen
5675;19780801;19880831;56;52.4411;10.7587;Wolfsburg;Niedersachsen
5841;19770301;19790228;600;48.6667;8.4667;Enzklösterle (A);Baden-Württemberg
5851;19970312;20240423;392;51.0806;8.8769;Frankenberg-Geismar;Hessen
5877;19970310;20240423;5;54.316;10.8002;Putlos;Schleswig-Holstein
6091;19971008;20240423;14;53.7674;7.6721;Spiekeroog (SWN);Niedersachsen
6096;19980717;20240423;416;49.1423;10.7301;Altmühlsee;Bayern
6097;19981104;20240423;4;54.4738;12.5014;Darßer Ort (SWN);Mecklenburg-Vorpommern
6098;20000503;20100430;398;47.8147;9.0237;Stockach-Espasingen;Baden-Württemberg
6099;20000420;20240423;449;47.702;8.7318;Gailingen;Baden-Württemberg
6101;19991216;20240423;51;54.1323;11.6719;Bastorf-Kägsdorf (SWN);Mecklenburg-Vorpommern
6102;19990331;20240423;397;47.5396;9.6843;Lindau (SWN);Bayern
6103;20000606;20240423;923;47.4287;11.2616;Mittenwald/Obb.;Bayern
6106;20020630;20240423;62;53.3311;12.7149;Rechlin;Mecklenburg-Vorpommern
6107;19990414;20240423;703;47.8076;9.1035;Sipplingen (SWN);Baden-Württemberg
6108;20010627;20240423;7;53.7197;9.4192;Ruthenstrom;Niedersachsen
6136;19820801;19950430;220;50.7;8.3;Dillenburg-Niederscheld (Kläranlage);Hessen
6181;19870601;19921231;218;51.3154;9.4281;Kassel-Wilhelmshöhe;Hessen
6183;19760201;19891231;16;54.9101;8.3268;Westerland (Wind);Schleswig-Holstein
6189;19710101;19950831;34;53.1333;9.35;Rotenburg (Wümme) (Flugplatz);Niedersachsen
6196;20110519;20220405;611;50.1587;12.0386;Selb-Spielberg;Bayern
6211;19870610;20240423;464;47.955;12.1735;Vogtareuth (Kläranlage);Bayern
6221;19910903;19940630;6;53.5084;7.0781;Krummhörn (Hooge);Niedersachsen
6238;20011123;20170729;675;47.9946;11.269;Starnberg-Perchting;Bayern
6253;20011001;20240423;31;52.4228;12.5667;Brandenburg/Havel;Brandenburg
6277;19710101;19900430;66;52.4167;10.6667;Wolfsburg (Schleuse);Niedersachsen
7308;19850206;20180125;541;47.8847;11.154;Wielenbach;Bayern
7391;20120201;20240423;443;49.5561;8.9669;Oberzent-Beerfelden-Vogelherd;Hessen
7392;20080101;20240423;304;50.3332;10.4487;Aubstadt;Bayern
7416;20080911;20240423;541;51.0112;8.2733;Birkelbach;Nordrhein-Westfalen
10510;20090101;20240423;244;48.8059;9.5046;Winterbach/Remstal;Baden-Württemberg
13676;20100101;20240423;378;48.8608;12.0323;Langquaid-Oberschneidhart;Bayern
13693;20080611;20240423;70;51.9258;8.3111;Gütersloh/Ems;Nordrhein-Westfalen
13701;20080901;20240423;250;51.1945;9.9885;Eschwege-Eltmannshausen;Hessen
13900;19950101;20240423;145;50.2688;9.358;Soden,Bad-Salmünster (Kläranlage);Hessen
13901;19790201;20240423;41;51.7343;7.1998;Haltern (Wasserwerk);Nordrhein-Westfalen
13932;19870521;20240423;388;48.3617;13.1938;Rotthalmünster (Landwirtschaftsamt);Bayern
13952;20090201;20240423;278;51.4089;8.0094;Arnsberg-Müschede;Nordrhein-Westfalen
15044;20111001;20240423;199;50.4517;7.4058;Neuwied-Feldkirchen-Hüllenberg;Rheinland-Pfalz
15120;20120301;20240423;379;51.5572;8.7019;Haaren;Nordrhein-Westfalen
15122;20120401;20240423;380;49.52;10.2854;Ergersheim-Neuherberg;Bayern
15189;20130501;20240423;12;53.8281;12.5936;Sukow-Levitzow;Mecklenburg-Vorpommern
15190;20180701;20240423;18;51.6802;6.4349;Xanten (Wasserwerk);Nordrhein-Westfalen
15200;20130601;20240423;327;51.2531;7.2157;Wuppertal;Nordrhein-Westfalen
15214;20131101;20240423;808;47.6248;10.8075;Halblech-Bayerniederhofen;Bayern
15520;20150901;20240423;656;47.819;12.2956;Frasdorf-Greimelberg;Bayern
15547;20161001;20240423;215;49.1259;9.1428;Heilbronn/Neckar;Baden-Württemberg
15801;20201001;20240423;718;48.8257;13.5922;Hinterschmiding-Sonndorf;Bayern
15911;20210601;20240423;278;51.1348;14.4343;Großpostwitz-Denkwitz;Sachsen
15976;20200402;20240423;216;49.9529;8.2107;Ober-Olm/Bellem;Rheinland-Pfalz
15978;20200402;20240423;316;49.5044;7.8618;Sembach;Rheinland-Pfalz
19243;20240101;20240423;8;54.6831;8.4721;Föhr;Schleswig-Holstein
19317;19740101;19810630;486;48.2333;11.5667;Oberschleißheim/Flugplatz;Bayern
19576;20230901;20230908;249;49.8044;8.8582;Reinheim-Hundertmorgen;Hessen
19580;19750701;20051031;471;48.4951;9.4003;Urach, Bad/Erms;Baden-Württemberg
19581;19770601;20041231;600;48.6671;8.47;Enzklösterle/Schwarzwald;Baden-Württemberg
19582;19760701;20010831;754;48.1419;8.4255;Königsfeld;Baden-Württemberg
